,RQ,DLWZ1,DLWZ2,XQ,ZGQW,ZDQW,TQ,FS,ORG_NO
19700101,2022-11-20,漳州,华安,周日,29,19,多云,东北风1级,3540612
19700101,2022-11-21,漳州,华安,周一,29,20,多云,东南风1级,3540612
19700101,2022-11-22,漳州,华安,周二,22,20,大雨~小雨,南风1级,3540612
19700101,2022-11-23,漳州,华安,周三,22,18,小雨,东北风1级,3540612
19700101,2022-11-24,漳州,华安,周四,20,19,大雨~中雨,东南风1级,3540612
19700101,2022-11-25,漳州,华安,周五,19,18,中雨~小雨,南风1级,3540612
19700101,2022-11-26,漳州,华安,周六,26,17,多云~小雨,北风1级,3540612
19700101,2022-11-27,漳州,华安,周日,23,19,多云~小雨,东南风1级,3540612
19700101,2022-11-28,漳州,华安,周一,24,20,雾~阴,南风1级,3540612
19700101,2022-11-29,漳州,华安,周二,30,16,雾~小雨,南风1级,3540612
19700101,2022-11-30,漳州,华安,周三,20,14,小雨,东南风1级,3540612
19700101,2022-12-01,漳州,华安,周四,15,12,多云~小雨,北风2级,3540612
19700101,2022-12-02,漳州,华安,周五,14,11,小雨,北风2级,3540612
19700101,2022-12-03,漳州,华安,周六,25,16,多云~阴,东北风1级,3540612
19700101,2022-12-04,漳州,华安,周日,20,13,雾~小雨,北风1级,3540612
19700101,2022-12-05,漳州,华安,周一,16,12,多云~阴,北风2级,3540612
19700101,2022-12-06,漳州,华安,周二,17,13,多云,东北风1级,3540612
19700101,2022-12-07,漳州,华安,周三,22,12,多云,东北风1级,3540612
19700101,2022-12-08,漳州,华安,周四,23,13,雾~多云,北风1级,3540612
19700101,2022-12-09,漳州,华安,周五,22,12,雾~多云,北风2级,3540612
19700101,2022-12-10,漳州,华安,周六,21,13,多云~阴,北风1级,3540612
19700101,2022-11-01,漳州,龙海,周二,25,19,小雨,东北风3级,3540603
19700101,2022-11-02,漳州,龙海,周三,23,21,多云~阴,东北风3级,3540603
19700101,2022-11-03,漳州,龙海,周四,22,21,小雨,东北风1级,3540603
19700101,2022-11-04,漳州,龙海,周五,22,18,多云~阴,东北风3级,3540603
19700101,2022-11-05,漳州,龙海,周六,24,17,多云,东北风3级,3540603
19700101,2022-11-06,漳州,龙海,周日,26,18,多云~小雨,东北风2级,3540603
19700101,2022-11-07,漳州,龙海,周一,25,19,小雨~阴,东北风2级,3540603
19700101,2022-11-08,漳州,龙海,周二,24,20,多云,东北风1级,3540603
19700101,2022-11-09,漳州,龙海,周三,30,21,多云,东北风2级,3540603
19700101,2022-11-10,漳州,龙海,周四,31,21,晴~多云,东北风2级,3540603
19700101,2022-11-11,漳州,龙海,周五,31,21,晴~多云,东风2级,3540603
19700101,2022-11-12,漳州,龙海,周六,31,21,雾~晴,东风1级,3540603
19700101,2022-11-13,漳州,龙海,周日,32,21,雾~多云,东北风2级,3540603
19700101,2022-11-14,漳州,龙海,周一,29,19,多云,东风2级,3540603
19700101,2022-11-15,漳州,龙海,周二,28,20,多云~阴,东风2级,3540603
19700101,2022-11-16,漳州,龙海,周三,26,19,多云~晴,东风2级,3540603
19700101,2022-11-17,漳州,龙海,周四,30,21,晴~多云,东南风1级,3540603
19700101,2022-11-18,漳州,龙海,周五,28,19,雾~阴,东风2级,3540603
19700101,2022-11-19,漳州,龙海,周六,30,20,多云~晴,东风2级,3540603
19700101,2022-11-20,漳州,龙海,周日,29,20,多云,东北风2级,3540603
19700101,2022-11-21,漳州,龙海,周一,29,21,多云,东风2级,3540603
19700101,2022-11-22,漳州,龙海,周二,24,21,小雨~中雨,西北风1级,3540603
19700101,2022-11-23,漳州,龙海,周三,22,18,小雨~中雨,东北风2级,3540603
19700101,2022-11-24,漳州,龙海,周四,20,19,大雨~小雨,东北风1级,3540603
19700101,2022-11-25,漳州,龙海,周五,20,19,多云~小雨,东北风1级,3540603
19700101,2022-11-26,漳州,龙海,周六,25,19,多云~阴,东北风2级,3540603
19700101,2022-11-27,漳州,龙海,周日,23,21,阴~小雨,东风1级,3540603
19700101,2022-11-28,漳州,龙海,周一,23,21,雾~阴,东南风1级,3540603
19700101,2022-11-29,漳州,龙海,周二,31,17,雾~小雨,西南风2级,3540603
19700101,2022-11-30,漳州,龙海,周三,19,15,多云~阴,东北风4级,3540603
19700101,2022-12-01,漳州,龙海,周四,20,16,多云~阴,东北风2级,3540603
19700101,2022-12-02,漳州,龙海,周五,19,15,多云~阴,东北风2级,3540603
19700101,2022-12-03,漳州,龙海,周六,25,18,多云,东北风1级,3540603
19700101,2022-12-04,漳州,龙海,周日,24,16,雾~阴,东北风2级,3540603
19700101,2022-12-05,漳州,龙海,周一,18,15,多云~阴,北风1级,3540603
19700101,2022-12-06,漳州,龙海,周二,19,15,多云~阴,东北风2级,3540603
19700101,2022-12-07,漳州,龙海,周三,21,15,多云~晴,东北风2级,3540603
19700101,2022-12-08,漳州,龙海,周四,23,15,多云~晴,东北风1级,3540603
19700101,2022-12-09,漳州,龙海,周五,25,15,晴,东北风1级,3540603
19700101,2022-12-10,漳州,龙海,周六,23,16,多云~阴,东北风1级,3540603
19700101,2022-11-01,漳州,龙文,周二,24,19,多云~中雨,东北风2级,3540602
19700101,2022-11-02,漳州,龙文,周三,23,20,多云~阴,北风2级,3540602
19700101,2022-11-03,漳州,龙文,周四,22,20,小雨,西北风1级,3540602
19700101,2022-11-04,漳州,龙文,周五,22,18,多云,东南风2级,3540602
19700101,2022-11-05,漳州,龙文,周六,23,17,多云,东风2级,3540602
19700101,2022-11-06,漳州,龙文,周日,25,18,多云~小雨,东南风2级,3540602
19700101,2022-11-07,漳州,龙文,周一,23,19,小雨~多云,西北风1级,3540602
19700101,2022-11-08,漳州,龙文,周二,25,19,多云,东南风1级,3540602
19700101,2022-11-09,漳州,龙文,周三,30,19,多云~晴,东南风1级,3540602
19700101,2022-11-10,漳州,龙文,周四,31,21,晴~多云,东南风1级,3540602
19700101,2022-11-11,漳州,龙文,周五,30,20,晴~多云,东南风1级,3540602
19700101,2022-11-12,漳州,龙文,周六,31,20,晴,东风1级,3540602
19700101,2022-11-13,漳州,龙文,周日,31,21,晴~多云,东南风2级,3540602
19700101,2022-11-14,漳州,龙文,周一,27,19,多云,东南风2级,3540602
19700101,2022-11-15,漳州,龙文,周二,27,20,多云~阴,东南风1级,3540602
19700101,2022-11-16,漳州,龙文,周三,23,19,多云~晴,东南风2级,3540602
19700101,2022-11-17,漳州,龙文,周四,30,21,晴~多云,东风1级,3540602
19700101,2022-11-18,漳州,龙文,周五,28,19,多云~阴,东南风2级,3540602
19700101,2022-11-19,漳州,龙文,周六,30,20,多云~晴,东南风1级,3540602
19700101,2022-11-20,漳州,龙文,周日,29,19,多云,东南风1级,3540602
19700101,2022-11-21,漳州,龙文,周一,29,21,多云,东南风2级,3540602
19700101,2022-11-22,漳州,龙文,周二,23,21,小雨~中雨,西北风1级,3540602
19700101,2022-11-23,漳州,龙文,周三,22,18,小雨~中雨,东南风2级,3540602
19700101,2022-11-24,漳州,龙文,周四,21,18,小雨,东南风1级,3540602
19700101,2022-11-25,漳州,龙文,周五,20,19,小雨,东南风1级,3540602
19700101,2022-11-26,漳州,龙文,周六,25,18,多云~阴,东风1级,3540602
19700101,2022-11-27,漳州,龙文,周日,23,20,多云~小雨,东南风1级,3540602
19700101,2022-11-28,漳州,龙文,周一,24,21,多云~阴,东南风1级,3540602
19700101,2022-11-29,漳州,龙文,周二,30,17,晴~小雨,西北风1级,3540602
19700101,2022-11-30,漳州,龙文,周三,19,14,多云~阴,东风2级,3540602
19700101,2022-12-01,漳州,龙文,周四,19,15,多云~阴,东北风1级,3540602
19700101,2022-12-02,漳州,龙文,周五,18,14,多云~阴,西北风1级,3540602
19700101,2022-12-03,漳州,龙文,周六,25,17,多云,东风1级,3540602
19700101,2022-12-04,漳州,龙文,周日,23,16,多云~阴,东风1级,3540602
19700101,2022-12-05,漳州,龙文,周一,19,14,小雨~阴,西北风1级,3540602
19700101,2022-12-06,漳州,龙文,周二,19,14,多云~阴,东北风1级,3540602
19700101,2022-12-07,漳州,龙文,周三,22,14,多云~晴,东风1级,3540602
19700101,2022-12-08,漳州,龙文,周四,23,14,多云~晴,西风微风,3540602
19700101,2022-12-09,漳州,龙文,周五,25,14,晴,西北风1级,3540602
19700101,2022-12-10,漳州,龙文,周六,23,15,多云~阴,东北风1级,3540602
19700101,2022-12-11,漳州,龙文,周日,20,13,阴~多云,东风1级,3540602
19700101,2022-11-01,漳州,南靖,周二,25,19,小雨~中雨,北风2级,3540611
19700101,2022-11-02,漳州,南靖,周三,21,20,小雨,北风1级,3540611
19700101,2022-11-03,漳州,南靖,周四,22,21,雾~小雨,东北风1级,3540611
19700101,2022-11-04,漳州,南靖,周五,22,18,雾~多云,东南风1级,3540611
19700101,2022-11-05,漳州,南靖,周六,23,16,多云,东南风1级,3540611
19700101,2022-11-06,漳州,南靖,周日,24,17,多云~小雨,东南风1级,3540611
19700101,2022-11-07,漳州,南靖,周一,23,18,小雨~阴,东南风1级,3540611
19700101,2022-11-08,漳州,南靖,周二,25,19,多云,东风1级,3540611
19700101,2022-11-09,漳州,南靖,周三,30,19,雾~晴,东北风1级,3540611
19700101,2022-11-10,漳州,南靖,周四,31,20,雾~多云,东北风1级,3540611
19700101,2022-11-11,漳州,南靖,周五,31,20,雾~多云,东南风1级,3540611
19700101,2022-11-12,漳州,南靖,周六,32,20,雾~晴,西北风1级,3540611
19700101,2022-11-13,漳州,南靖,周日,32,20,雾~多云,东风1级,3540611
19700101,2022-11-14,漳州,南靖,周一,27,19,多云,东南风1级,3540611
19700101,2022-11-15,漳州,南靖,周二,27,20,多云~阴,东北风1级,3540611
19700101,2022-11-16,漳州,南靖,周三,23,19,多云,东南风1级,3540611
19700101,2022-11-17,漳州,南靖,周四,30,20,雾~多云,东北风1级,3540611
19700101,2022-11-18,漳州,南靖,周五,28,18,雾~阴,东南风1级,3540611
19700101,2022-11-19,漳州,南靖,周六,30,20,多云~晴,东风1级,3540611
19700101,2022-11-20,漳州,南靖,周日,29,19,雾~多云,东风1级,3540611
19700101,2022-11-21,漳州,南靖,周一,28,21,雾~多云,东南风1级,3540611
19700101,2022-11-22,漳州,南靖,周二,24,20,小雨,东风1级,3540611
19700101,2022-11-23,漳州,南靖,周三,22,18,小雨~中雨,东南风1级,3540611
19700101,2022-11-24,漳州,南靖,周四,21,18,小雨~中雨,东南风1级,3540611
19700101,2022-11-25,漳州,南靖,周五,20,19,小雨,东北风1级,3540611
19700101,2022-11-26,漳州,南靖,周六,25,18,多云~阴,东南风1级,3540611
19700101,2022-11-27,漳州,南靖,周日,23,20,多云~小雨,东南风1级,3540611
19700101,2022-11-28,漳州,南靖,周一,24,21,雾~阴,东南风1级,3540611
19700101,2022-11-29,漳州,南靖,周二,32,17,雾~小雨,西南风1级,3540611
19700101,2022-11-30,漳州,南靖,周三,20,14,小雨~阴,东南风1级,3540611
19700101,2022-12-01,漳州,南靖,周四,19,14,多云~阴,西北风1级,3540611
19700101,2022-12-02,漳州,南靖,周五,18,14,多云~阴,北风1级,3540611
19700101,2022-12-03,漳州,南靖,周六,25,17,多云,东风1级,3540611
19700101,2022-12-04,漳州,南靖,周日,24,15,雾~阴,西北风1级,3540611
19700101,2022-12-05,漳州,南靖,周一,19,14,多云~阴,西北风2级,3540611
19700101,2022-12-06,漳州,南靖,周二,18,14,多云~阴,东北风1级,3540611
19700101,2022-12-07,漳州,南靖,周三,22,13,多云~晴,东风1级,3540611
19700101,2022-12-08,漳州,南靖,周四,22,13,雾~晴,西北风1级,3540611
19700101,2022-12-09,漳州,南靖,周五,25,13,雾~晴,西北风2级,3540611
19700101,2022-12-10,漳州,南靖,周六,22,15,多云~阴,西北风1级,3540611
19700101,2022-11-01,漳州,平和,周二,24,19,小雨~中雨,东北风2级,3540610
19700101,2022-11-02,漳州,平和,周三,23,19,阵雨~小雨,东北风2级,3540610
19700101,2022-11-03,漳州,平和,周四,21,20,小雨,东北风1级,3540610
19700101,2022-11-04,漳州,平和,周五,22,18,小雨~多云,东北风1级,3540610
19700101,2022-11-05,漳州,平和,周六,23,16,多云~晴,东北风1级,3540610
19700101,2022-11-06,漳州,平和,周日,24,17,小雨,东北风1级,3540610
19700101,2022-11-07,漳州,平和,周一,24,18,小雨~阴,东北风1级,3540610
19700101,2022-11-08,漳州,平和,周二,25,19,多云,东北风1级,3540610
19700101,2022-11-09,漳州,平和,周三,29,19,晴,东北风1级,3540610
19700101,2022-11-10,漳州,平和,周四,31,20,雾~多云,东风1级,3540610
19700101,2022-11-11,漳州,平和,周五,31,20,雾~多云,东风1级,3540610
19700101,2022-11-12,漳州,平和,周六,32,20,雾~多云,东南风1级,3540610
19700101,2022-11-13,漳州,平和,周日,32,20,雾~多云,东北风1级,3540610
19700101,2022-11-14,漳州,平和,周一,27,19,雾~多云,东风1级,3540610
19700101,2022-11-15,漳州,平和,周二,27,20,小雨~阴,东北风1级,3540610
19700101,2022-11-16,漳州,平和,周三,22,19,小雨~多云,东风1级,3540610
19700101,2022-11-17,漳州,平和,周四,30,20,雾~多云,东南风1级,3540610
19700101,2022-11-18,漳州,平和,周五,28,18,多云~阴,东风1级,3540610
19700101,2022-11-19,漳州,平和,周六,30,19,雾~晴,东北风1级,3540610
19700101,2022-11-20,漳州,平和,周日,29,19,雾~多云,东北风1级,3540610
19700101,2022-11-21,漳州,平和,周一,29,20,雾~多云,东风1级,3540610
19700101,2022-11-22,漳州,平和,周二,23,21,小雨~中雨,东北风1级,3540610
19700101,2022-11-23,漳州,平和,周三,22,18,中雨,东北风1级,3540610
19700101,2022-11-24,漳州,平和,周四,21,17,小雨,东风1级,3540610
19700101,2022-11-25,漳州,平和,周五,20,19,小雨,东北风1级,3540610
19700101,2022-11-26,漳州,平和,周六,25,18,多云~阴,东北风1级,3540610
19700101,2022-11-27,漳州,平和,周日,23,20,多云~小雨,东南风1级,3540610
19700101,2022-11-28,漳州,平和,周一,24,21,雾~阴,东南风1级,3540610
19700101,2022-11-29,漳州,平和,周二,31,16,雾~小雨,西南风1级,3540610
19700101,2022-11-30,漳州,平和,周三,20,14,小雨~阴,东北风1级,3540610
19700101,2022-12-01,漳州,平和,周四,18,14,多云~阴,北风1级,3540610
19700101,2022-12-02,漳州,平和,周五,17,14,多云~阴,东北风1级,3540610
19700101,2022-12-03,漳州,平和,周六,25,17,多云,东北风1级,3540610
19700101,2022-12-04,漳州,平和,周日,23,15,雾~阴,北风1级,3540610
19700101,2022-12-05,漳州,平和,周一,18,14,多云~阴,西北风2级,3540610
19700101,2022-12-06,漳州,平和,周二,18,14,雾~阴,东北风1级,3540610
19700101,2022-12-07,漳州,平和,周三,21,13,多云~晴,东北风1级,3540610
19700101,2022-12-08,漳州,平和,周四,21,13,雾~晴,东北风1级,3540610
19700101,2022-12-09,漳州,平和,周五,25,13,雾~晴,西北风1级,3540610
19700101,2022-12-10,漳州,平和,周六,22,14,雾~阴,西北风1级,3540610
19700101,2022-11-01,漳州,芗城,周二,24,19,多云~中雨,北风2级,3540601
19700101,2022-11-02,漳州,芗城,周三,23,20,阴,北风2级,3540601
19700101,2022-11-03,漳州,芗城,周四,22,20,小雨,西北风1级,3540601
19700101,2022-11-04,漳州,芗城,周五,22,18,多云,东南风1级,3540601
19700101,2022-11-05,漳州,芗城,周六,23,17,多云,东风1级,3540601
19700101,2022-11-06,漳州,芗城,周日,25,18,多云~小雨,东南风1级,3540601
19700101,2022-11-07,漳州,芗城,周一,23,19,小雨~多云,西北风1级,3540601
19700101,2022-11-08,漳州,芗城,周二,25,19,多云,东南风1级,3540601
19700101,2022-11-09,漳州,芗城,周三,30,19,多云~晴,东北风1级,3540601
19700101,2022-11-10,漳州,芗城,周四,31,21,晴~多云,东南风1级,3540601
19700101,2022-11-11,漳州,芗城,周五,30,20,晴~多云,东南风1级,3540601
19700101,2022-11-12,漳州,芗城,周六,31,20,晴,东南风1级,3540601
19700101,2022-11-13,漳州,芗城,周日,31,21,晴~多云,东南风1级,3540601
19700101,2022-11-14,漳州,芗城,周一,27,19,多云,东南风1级,3540601
19700101,2022-11-15,漳州,芗城,周二,27,20,多云~阴,东南风1级,3540601
19700101,2022-11-16,漳州,芗城,周三,23,19,多云~晴,东南风1级,3540601
19700101,2022-11-17,漳州,芗城,周四,30,21,晴~多云,东风1级,3540601
19700101,2022-11-18,漳州,芗城,周五,28,19,多云~阴,东南风1级,3540601
19700101,2022-11-19,漳州,芗城,周六,30,20,多云~晴,东南风1级,3540601
19700101,2022-11-20,漳州,芗城,周日,29,19,多云,东南风1级,3540601
19700101,2022-11-21,漳州,芗城,周一,29,21,多云,东南风1级,3540601
19700101,2022-11-22,漳州,芗城,周二,23,21,小雨~中雨,西北风1级,3540601
19700101,2022-11-23,漳州,芗城,周三,22,18,小雨~中雨,东南风1级,3540601
19700101,2022-11-24,漳州,芗城,周四,21,18,小雨,东南风1级,3540601
19700101,2022-11-25,漳州,芗城,周五,20,19,小雨,东南风1级,3540601
19700101,2022-11-26,漳州,芗城,周六,25,18,多云~阴,东南风1级,3540601
19700101,2022-11-27,漳州,芗城,周日,23,20,多云~小雨,东南风1级,3540601
19700101,2022-11-28,漳州,芗城,周一,24,21,多云~阴,东南风1级,3540601
19700101,2022-11-29,漳州,芗城,周二,30,17,晴~小雨,西风1级,3540601
19700101,2022-11-30,漳州,芗城,周三,19,14,多云~阴,东南风2级,3540601
19700101,2022-12-01,漳州,芗城,周四,19,15,多云~阴,东北风1级,3540601
19700101,2022-12-02,漳州,芗城,周五,18,14,多云~阴,西北风1级,3540601
19700101,2022-12-03,漳州,芗城,周六,25,17,多云,东风1级,3540601
19700101,2022-12-04,漳州,芗城,周日,23,16,多云~阴,东风1级,3540601
19700101,2022-12-05,漳州,芗城,周一,19,14,小雨~阴,西北风1级,3540601
19700101,2022-12-06,漳州,芗城,周二,19,14,多云~阴,东北风1级,3540601
19700101,2022-12-07,漳州,芗城,周三,22,14,多云~晴,东风1级,3540601
19700101,2022-12-08,漳州,芗城,周四,23,14,多云~晴,西南风微风,3540601
19700101,2022-12-09,漳州,芗城,周五,25,14,晴,西北风1级,3540601
19700101,2022-12-10,漳州,芗城,周六,23,15,多云~阴,东北风1级,3540601
19700101,2022-12-11,漳州,芗城,周日,20,13,阴~多云,东北风1级,3540601
19700101,2022-11-01,漳州,云霄,周二,25,20,小雨,东北风4级,3540606
19700101,2022-11-02,漳州,云霄,周三,22,21,小雨,东北风4级,3540606
19700101,2022-11-03,漳州,云霄,周四,22,21,小雨,东北风2级,3540606
19700101,2022-11-04,漳州,云霄,周五,23,18,多云,东北风2级,3540606
19700101,2022-11-05,漳州,云霄,周六,25,17,多云,东北风3级,3540606
19700101,2022-11-06,漳州,云霄,周日,26,18,多云~小雨,东北风2级,3540606
19700101,2022-11-07,漳州,云霄,周一,26,20,多云,东北风2级,3540606
19700101,2022-11-08,漳州,云霄,周二,24,20,多云,东北风2级,3540606
19700101,2022-11-09,漳州,云霄,周三,30,20,多云~晴,东北风2级,3540606
19700101,2022-11-10,漳州,云霄,周四,31,21,雾~多云,东北风2级,3540606
19700101,2022-11-11,漳州,云霄,周五,31,21,晴~多云,东北风2级,3540606
19700101,2022-11-12,漳州,云霄,周六,31,21,晴~多云,东风2级,3540606
19700101,2022-11-13,漳州,云霄,周日,31,21,多云,东北风2级,3540606
19700101,2022-11-14,漳州,云霄,周一,28,20,多云,东北风2级,3540606
19700101,2022-11-15,漳州,云霄,周二,27,20,多云~阴,东风2级,3540606
19700101,2022-11-16,漳州,云霄,周三,24,19,多云,东北风2级,3540606
19700101,2022-11-17,漳州,云霄,周四,28,21,晴,东南风1级,3540606
19700101,2022-11-18,漳州,云霄,周五,29,19,雾~阴,东北风2级,3540606
19700101,2022-11-19,漳州,云霄,周六,30,20,晴,东北风2级,3540606
19700101,2022-11-20,漳州,云霄,周日,28,20,雾~多云,东北风2级,3540606
19700101,2022-11-21,漳州,云霄,周一,28,21,多云,东北风2级,3540606
19700101,2022-11-22,漳州,云霄,周二,25,21,多云~中雨,东北风1级,3540606
19700101,2022-11-23,漳州,云霄,周三,23,19,中雨,东北风2级,3540606
19700101,2022-11-24,漳州,云霄,周四,22,18,小雨,东北风2级,3540606
19700101,2022-11-25,漳州,云霄,周五,22,20,多云~小雨,东北风1级,3540606
19700101,2022-11-26,漳州,云霄,周六,24,20,小雨~阴,东北风2级,3540606
19700101,2022-11-27,漳州,云霄,周日,23,22,阴~小雨,东北风2级,3540606
19700101,2022-11-28,漳州,云霄,周一,24,22,小雨~阴,东南风1级,3540606
19700101,2022-11-29,漳州,云霄,周二,31,18,雾~小雨,西南风2级,3540606
19700101,2022-11-30,漳州,云霄,周三,21,15,多云~阴,东北风3级,3540606
19700101,2022-12-01,漳州,云霄,周四,20,15,多云~阴,东北风2级,3540606
19700101,2022-12-02,漳州,云霄,周五,19,15,多云,东北风2级,3540606
19700101,2022-12-03,漳州,云霄,周六,25,18,多云,东北风2级,3540606
19700101,2022-12-04,漳州,云霄,周日,24,17,雾~阴,东北风2级,3540606
19700101,2022-12-05,漳州,云霄,周一,19,15,多云~阴,西北风2级,3540606
19700101,2022-12-06,漳州,云霄,周二,19,15,多云~阴,东北风2级,3540606
19700101,2022-12-07,漳州,云霄,周三,22,14,多云~晴,东北风2级,3540606
19700101,2022-12-08,漳州,云霄,周四,23,15,晴,东北风2级,3540606
19700101,2022-12-09,漳州,云霄,周五,26,15,晴~多云,北风1级,3540606
19700101,2022-12-10,漳州,云霄,周六,24,16,多云,东北风1级,3540606
19700101,2022-11-01,漳州,漳浦,周二,24,19,小雨,东北风5级,3540605
19700101,2022-11-02,漳州,漳浦,周三,22,20,多云~阴,东北风4级,3540605
19700101,2022-11-03,漳州,漳浦,周四,25,18,阵雨~小雨,东北风2级,3540605
19700101,2022-11-04,漳州,漳浦,周五,21,17,多云,东北风3级,3540605
19700101,2022-11-05,漳州,漳浦,周六,22,16,多云,东北风4级,3540605
19700101,2022-11-06,漳州,漳浦,周日,25,17,多云~小雨,东北风3级,3540605
19700101,2022-11-07,漳州,漳浦,周一,24,18,多云,东北风2级,3540605
19700101,2022-11-08,漳州,漳浦,周二,23,19,多云,东北风2级,3540605
19700101,2022-11-09,漳州,漳浦,周三,29,20,多云~晴,东北风2级,3540605
19700101,2022-11-10,漳州,漳浦,周四,30,20,晴~多云,东北风2级,3540605
19700101,2022-11-11,漳州,漳浦,周五,30,20,晴~多云,东北风2级,3540605
19700101,2022-11-12,漳州,漳浦,周六,30,19,雾~多云,东北风2级,3540605
19700101,2022-11-13,漳州,漳浦,周日,31,20,多云,东北风2级,3540605
19700101,2022-11-14,漳州,漳浦,周一,27,18,雾~晴,东北风3级,3540605
19700101,2022-11-15,漳州,漳浦,周二,27,19,雾~阴,东北风2级,3540605
19700101,2022-11-16,漳州,漳浦,周三,23,18,多云,东北风3级,3540605
19700101,2022-11-17,漳州,漳浦,周四,28,20,雾~晴,东风1级,3540605
19700101,2022-11-18,漳州,漳浦,周五,26,18,雾~阴,东北风2级,3540605
19700101,2022-11-19,漳州,漳浦,周六,29,19,晴,东北风2级,3540605
19700101,2022-11-20,漳州,漳浦,周日,28,19,雾~多云,东北风2级,3540605
19700101,2022-11-21,漳州,漳浦,周一,27,20,雾~多云,东北风3级,3540605
19700101,2022-11-22,漳州,漳浦,周二,24,20,小雨~中雨,东北风1级,3540605
19700101,2022-11-23,漳州,漳浦,周三,21,18,中雨,东北风2级,3540605
19700101,2022-11-24,漳州,漳浦,周四,21,18,小雨,东北风2级,3540605
19700101,2022-11-25,漳州,漳浦,周五,20,19,阴~小雨,东北风2级,3540605
19700101,2022-11-26,漳州,漳浦,周六,25,18,多云~阴,东北风2级,3540605
19700101,2022-11-27,漳州,漳浦,周日,23,20,阴~小雨,东北风2级,3540605
19700101,2022-11-28,漳州,漳浦,周一,25,21,雾~阴,东南风1级,3540605
19700101,2022-11-29,漳州,漳浦,周二,30,16,雾~小雨,西南风2级,3540605
19700101,2022-11-30,漳州,漳浦,周三,19,14,多云~阴,东北风4级,3540605
19700101,2022-12-01,漳州,漳浦,周四,18,14,多云~阴,东北风3级,3540605
19700101,2022-12-02,漳州,漳浦,周五,18,15,多云,东北风3级,3540605
19700101,2022-12-03,漳州,漳浦,周六,25,17,多云,东北风2级,3540605
19700101,2022-12-04,漳州,漳浦,周日,23,16,雾~阴,东北风3级,3540605
19700101,2022-12-05,漳州,漳浦,周一,19,15,多云~阴,东北风2级,3540605
19700101,2022-12-06,漳州,漳浦,周二,18,15,多云~阴,东北风3级,3540605
19700101,2022-12-07,漳州,漳浦,周三,20,14,多云~晴,东北风3级,3540605
19700101,2022-12-08,漳州,漳浦,周四,21,14,多云~晴,东北风2级,3540605
19700101,2022-12-09,漳州,漳浦,周五,25,14,晴,东北风2级,3540605
19700101,2022-12-10,漳州,漳浦,周六,22,15,多云~阴,东北风2级,3540605
19700101,2022-11-01,漳州,诏安,周二,25,20,多云~小雨,东北风4级,3540609
19700101,2022-11-02,漳州,诏安,周三,24,21,多云~小雨,东北风3级,3540609
19700101,2022-11-03,漳州,诏安,周四,24,20,雾~小雨,东北风2级,3540609
19700101,2022-11-04,漳州,诏安,周五,23,18,多云,东北风2级,3540609
19700101,2022-11-05,漳州,诏安,周六,24,16,晴~多云,东北风2级,3540609
19700101,2022-11-06,漳州,诏安,周日,26,18,多云~小雨,东北风2级,3540609
19700101,2022-11-07,漳州,诏安,周一,26,18,雾~阴,东北风2级,3540609
19700101,2022-11-08,漳州,诏安,周二,24,19,多云,东北风2级,3540609
19700101,2022-11-09,漳州,诏安,周三,30,18,晴,东北风2级,3540609
19700101,2022-11-10,漳州,诏安,周四,30,20,雾~多云,东风1级,3540609
19700101,2022-11-11,漳州,诏安,周五,29,20,晴~多云,东风2级,3540609
19700101,2022-11-12,漳州,诏安,周六,30,19,雾~多云,东南风1级,3540609
19700101,2022-11-13,漳州,诏安,周日,30,20,多云~晴,东风2级,3540609
19700101,2022-11-14,漳州,诏安,周一,28,18,雾~多云,东北风2级,3540609
19700101,2022-11-15,漳州,诏安,周二,27,20,多云,东南风1级,3540609
19700101,2022-11-16,漳州,诏安,周三,24,18,多云,东风2级,3540609
19700101,2022-11-17,漳州,诏安,周四,27,19,雾~晴,东南风1级,3540609
19700101,2022-11-18,漳州,诏安,周五,28,18,雾~阴,东风2级,3540609
19700101,2022-11-19,漳州,诏安,周六,29,19,晴,东风2级,3540609
19700101,2022-11-20,漳州,诏安,周日,28,19,雾~多云,东北风2级,3540609
19700101,2022-11-21,漳州,诏安,周一,27,20,多云,东北风2级,3540609
19700101,2022-11-22,漳州,诏安,周二,25,21,雾~大雨,东北风1级,3540609
19700101,2022-11-23,漳州,诏安,周三,24,18,大雨~中雨,东北风2级,3540609
19700101,2022-11-24,漳州,诏安,周四,21,19,小雨,东北风2级,3540609
19700101,2022-11-25,漳州,诏安,周五,22,19,多云~小雨,东南风1级,3540609
19700101,2022-11-26,漳州,诏安,周六,23,19,小雨~阴,东北风2级,3540609
19700101,2022-11-27,漳州,诏安,周日,24,20,多云~阴,东风2级,3540609
19700101,2022-11-28,漳州,诏安,周一,25,22,雾~阴,东南风1级,3540609
19700101,2022-11-29,漳州,诏安,周二,31,17,雾~小雨,西南风1级,3540609
19700101,2022-11-30,漳州,诏安,周三,20,13,多云~阴,东北风3级,3540609
19700101,2022-12-01,漳州,诏安,周四,19,13,小雨~阴,北风2级,3540609
19700101,2022-12-02,漳州,诏安,周五,20,13,多云,北风2级,3540609
19700101,2022-12-03,漳州,诏安,周六,25,16,多云,东北风1级,3540609
19700101,2022-12-04,漳州,诏安,周日,24,15,雾~阴,东北风1级,3540609
19700101,2022-12-05,漳州,诏安,周一,19,14,多云~阴,西北风3级,3540609
