RQ,DLWZ1,DLWZ2,NL,YCZGQW,YCZDQW,TQYC,FSYC,JR,CREATETIME,ORG_NO,RQ
20221225,三明,泰宁,十二月初三,17,6,阴,微风,,20221211,3540808,20221225
20221226,三明,泰宁,十二月初四,14,4,,,,20221211,3540808,20221226
20221227,三明,泰宁,十二月初五,13,3,,,,20221211,3540808,20221227
20221228,三明,泰宁,十二月初六,13,3,,,,20221211,3540808,20221228
20221229,三明,泰宁,十二月初七,14,4,,,,20221211,3540808,20221229
20221230,三明,泰宁,十二月初八,13,3,,,,20221211,3540808,20221230
20221231,三明,泰宁,十二月初九,13,3,,,,20221211,3540808,20221231
20230101,三明,泰宁,十二月初十,13,2,,,,20221211,3540808,20230101
20230102,三明,泰宁,十二月十一,13,2,,,,20221211,3540808,20230102
20230103,三明,泰宁,十二月十二,14,3,,,,20221211,3540808,20230103
20230104,三明,泰宁,十二月十三,13,3,,,,20221211,3540808,20230104
20230105,三明,泰宁,十二月十四,13,3,,,,20221211,3540808,20230105
20230106,三明,泰宁,十二月十五,13,3,,,,20221211,3540808,20230106
20230107,三明,泰宁,十二月十六,13,3,,,,20221211,3540808,20230107
20230108,三明,泰宁,十二月十七,13,3,,,,20221211,3540808,20230108
20230109,三明,泰宁,十二月十八,13,2,,,,20221211,3540808,20230109
20230110,三明,泰宁,十二月十九,14,2,,,,20221211,3540808,20230110
20230111,三明,泰宁,十二月二十,14,2,,,,20221211,3540808,20230111
20230112,三明,泰宁,十二月廿一,14,3,,,,20221211,3540808,20230112
20230113,三明,泰宁,十二月廿二,15,3,,,,20221211,3540808,20230113
20230114,三明,泰宁,十二月廿三,14,4,,,小年,20221211,3540808,20230114
20230115,三明,泰宁,十二月廿四,14,4,,,,20221211,3540808,20230115
20230116,三明,泰宁,十二月廿五,14,4,,,,20221211,3540808,20230116
20230117,三明,泰宁,十二月廿六,14,4,,,,20221211,3540808,20230117
20230118,三明,泰宁,十二月廿七,13,4,,,,20221211,3540808,20230118
20230119,三明,泰宁,十二月廿八,14,4,,,,20221211,3540808,20230119
20221211,三明,将乐,十一月十八,11,8,小雨转阴,微风,,20221211,3540813,20221211
20221212,三明,将乐,十一月十九,13,3,多云,微风,,20221211,3540813,20221212
20221213,三明,将乐,十一月二十,15,5,晴转小雨,微风,,20221211,3540813,20221213
20221214,三明,将乐,十一月廿一,11,7,阴转小雨,微风,,20221211,3540813,20221214
20221215,三明,将乐,十一月廿二,14,8,阴转小雨,微风,,20221211,3540813,20221215
20221216,三明,将乐,十一月廿三,11,4,阴,微风,,20221211,3540813,20221216
20221217,三明,将乐,十一月廿四,8,-1,多云转晴,微风,,20221211,3540813,20221217
20221218,三明,将乐,十一月廿五,11,1,晴,微风,,20221211,3540813,20221218
20221219,三明,将乐,十一月廿六,14,3,阴转多云,微风,,20221211,3540813,20221219
20221220,三明,将乐,十一月廿七,17,4,多云转晴,微风,,20221211,3540813,20221220
20221221,三明,将乐,十一月廿八,14,4,晴,微风,,20221211,3540813,20221221
20221222,三明,将乐,十一月廿九,15,5,多云转晴,微风,,20221211,3540813,20221222
20221223,三明,将乐,十二月初一,18,7,晴转多云,微风,,20221211,3540813,20221223
20221224,三明,将乐,十二月初二,21,10,多云,微风,,20221211,3540813,20221224
20221225,三明,将乐,十二月初三,20,9,阴,微风,,20221211,3540813,20221225
20221226,三明,将乐,十二月初四,16,6,,,,20221211,3540813,20221226
20221227,三明,将乐,十二月初五,15,6,,,,20221211,3540813,20221227
20221228,三明,将乐,十二月初六,15,6,,,,20221211,3540813,20221228
20221229,三明,将乐,十二月初七,16,6,,,,20221211,3540813,20221229
20221230,三明,将乐,十二月初八,15,6,,,,20221211,3540813,20221230
20221231,三明,将乐,十二月初九,15,5,,,,20221211,3540813,20221231
20230101,三明,将乐,十二月初十,15,4,,,,20221211,3540813,20230101
20230102,三明,将乐,十二月十一,15,5,,,,20221211,3540813,20230102
20230103,三明,将乐,十二月十二,16,5,,,,20221211,3540813,20230103
20230104,三明,将乐,十二月十三,15,5,,,,20221211,3540813,20230104
20230105,三明,将乐,十二月十四,15,5,,,,20221211,3540813,20230105
20230106,三明,将乐,十二月十五,15,5,,,,20221211,3540813,20230106
20230107,三明,将乐,十二月十六,15,5,,,,20221211,3540813,20230107
20230108,三明,将乐,十二月十七,15,5,,,,20221211,3540813,20230108
20230109,三明,将乐,十二月十八,15,5,,,,20221211,3540813,20230109
20230110,三明,将乐,十二月十九,16,5,,,,20221211,3540813,20230110
20230111,三明,将乐,十二月二十,16,4,,,,20221211,3540813,20230111
20230112,三明,将乐,十二月廿一,16,5,,,,20221211,3540813,20230112
20230113,三明,将乐,十二月廿二,16,5,,,,20221211,3540813,20230113
20230114,三明,将乐,十二月廿三,16,6,,,小年,20221211,3540813,20230114
20230115,三明,将乐,十二月廿四,16,6,,,,20221211,3540813,20230115
20230116,三明,将乐,十二月廿五,16,6,,,,20221211,3540813,20230116
20230117,三明,将乐,十二月廿六,16,6,,,,20221211,3540813,20230117
20230118,三明,将乐,十二月廿七,15,6,,,,20221211,3540813,20230118
20230119,三明,将乐,十二月廿八,16,6,,,,20221211,3540813,20230119
20221211,三明,建宁,十一月十八,8,5,小雨转阴,微风,,20221211,3540809,20221211
20221212,三明,建宁,十一月十九,11,0,多云,微风,,20221211,3540809,20221212
20221213,三明,建宁,十一月二十,12,2,晴转多云,微风,,20221211,3540809,20221213
20221214,三明,建宁,十一月廿一,7,4,多云,微风,,20221211,3540809,20221214
20221215,三明,建宁,十一月廿二,10,5,阴,微风,,20221211,3540809,20221215
20221216,三明,建宁,十一月廿三,6,0,小雨转阴,微风,,20221211,3540809,20221216
20221217,三明,建宁,十一月廿四,3,-7,晴,微风,,20221211,3540809,20221217
20221218,三明,建宁,十一月廿五,11,0,晴转多云,微风,,20221211,3540809,20221218
20221219,三明,建宁,十一月廿六,12,2,阴转晴,微风,,20221211,3540809,20221219
20221220,三明,建宁,十一月廿七,12,1,晴,微风,,20221211,3540809,20221220
20221221,三明,建宁,十一月廿八,12,1,晴,微风,,20221211,3540809,20221221
20221222,三明,建宁,十一月廿九,13,3,多云转晴,微风,,20221211,3540809,20221222
20221223,三明,建宁,十二月初一,16,6,晴转多云,微风,,20221211,3540809,20221223
20221224,三明,建宁,十二月初二,20,8,多云,微风,,20221211,3540809,20221224
20221225,三明,建宁,十二月初三,16,5,阴,微风,,20221211,3540809,20221225
20221226,三明,建宁,十二月初四,14,4,,,,20221211,3540809,20221226
20221227,三明,建宁,十二月初五,13,3,,,,20221211,3540809,20221227
20221228,三明,建宁,十二月初六,13,3,,,,20221211,3540809,20221228
20221229,三明,建宁,十二月初七,14,3,,,,20221211,3540809,20221229
20221230,三明,建宁,十二月初八,13,3,,,,20221211,3540809,20221230
20221231,三明,建宁,十二月初九,13,2,,,,20221211,3540809,20221231
20230101,三明,建宁,十二月初十,13,2,,,,20221211,3540809,20230101
20230102,三明,建宁,十二月十一,13,2,,,,20221211,3540809,20230102
20230103,三明,建宁,十二月十二,14,3,,,,20221211,3540809,20230103
20230104,三明,建宁,十二月十三,13,3,,,,20221211,3540809,20230104
20230105,三明,建宁,十二月十四,13,3,,,,20221211,3540809,20230105
20230106,三明,建宁,十二月十五,13,2,,,,20221211,3540809,20230106
20230107,三明,建宁,十二月十六,13,3,,,,20221211,3540809,20230107
20230108,三明,建宁,十二月十七,13,2,,,,20221211,3540809,20230108
20230109,三明,建宁,十二月十八,13,2,,,,20221211,3540809,20230109
20230110,三明,建宁,十二月十九,14,2,,,,20221211,3540809,20230110
20230111,三明,建宁,十二月二十,14,2,,,,20221211,3540809,20230111
20230112,三明,建宁,十二月廿一,14,2,,,,20221211,3540809,20230112
20230113,三明,建宁,十二月廿二,15,3,,,,20221211,3540809,20230113
20230114,三明,建宁,十二月廿三,14,3,,,小年,20221211,3540809,20230114
20230115,三明,建宁,十二月廿四,15,3,,,,20221211,3540809,20230115
20230116,三明,建宁,十二月廿五,14,3,,,,20221211,3540809,20230116
20230117,三明,建宁,十二月廿六,14,4,,,,20221211,3540809,20230117
20230118,三明,建宁,十二月廿七,13,4,,,,20221211,3540809,20230118
20230119,三明,建宁,十二月廿八,14,3,,,,20221211,3540809,20230119
20221211,三明,明溪,十一月十八,12,8,小雨转阴,微风,,20221211,3540811,20221211
20221212,三明,明溪,十一月十九,13,2,多云,微风,,20221211,3540811,20221212
20221213,三明,明溪,十一月二十,15,5,多云转小雨,微风,,20221211,3540811,20221213
20221214,三明,明溪,十一月廿一,11,7,阴转小雨,微风,,20221211,3540811,20221214
20221215,三明,明溪,十一月廿二,14,8,小雨,微风,,20221211,3540811,20221215
20221216,三明,明溪,十一月廿三,11,3,阴,微风,,20221211,3540811,20221216
20221217,三明,明溪,十一月廿四,8,-4,多云转晴,微风,,20221211,3540811,20221217
20221218,三明,明溪,十一月廿五,12,1,晴转多云,微风,,20221211,3540811,20221218
20221219,三明,明溪,十一月廿六,14,3,阴转多云,微风,,20221211,3540811,20221219
20221220,三明,明溪,十一月廿七,16,4,多云转晴,微风,,20221211,3540811,20221220
20221221,三明,明溪,十一月廿八,15,4,晴,微风,,20221211,3540811,20221221
20221222,三明,明溪,十一月廿九,15,5,阴转晴,微风,,20221211,3540811,20221222
20221223,三明,明溪,十二月初一,19,7,晴转多云,微风,,20221211,3540811,20221223
20221224,三明,明溪,十二月初二,21,10,多云,微风,,20221211,3540811,20221224
20221225,三明,明溪,十二月初三,20,8,多云转阴,微风,,20221211,3540811,20221225
20221226,三明,明溪,十二月初四,15,5,,,,20221211,3540811,20221226
20221227,三明,明溪,十二月初五,14,5,,,,20221211,3540811,20221227
20221228,三明,明溪,十二月初六,15,5,,,,20221211,3540811,20221228
20221229,三明,明溪,十二月初七,15,5,,,,20221211,3540811,20221229
20221230,三明,明溪,十二月初八,15,5,,,,20221211,3540811,20221230
20221231,三明,明溪,十二月初九,15,4,,,,20221211,3540811,20221231
20230101,三明,明溪,十二月初十,14,3,,,,20221211,3540811,20230101
20230102,三明,明溪,十二月十一,14,4,,,,20221211,3540811,20230102
20230103,三明,明溪,十二月十二,15,4,,,,20221211,3540811,20230103
20230104,三明,明溪,十二月十三,15,4,,,,20221211,3540811,20230104
20230105,三明,明溪,十二月十四,15,4,,,,20221211,3540811,20230105
20230106,三明,明溪,十二月十五,15,4,,,,20221211,3540811,20230106
20230107,三明,明溪,十二月十六,15,4,,,,20221211,3540811,20230107
20230108,三明,明溪,十二月十七,15,4,,,,20221211,3540811,20230108
20230109,三明,明溪,十二月十八,14,4,,,,20221211,3540811,20230109
20230110,三明,明溪,十二月十九,15,4,,,,20221211,3540811,20230110
20230111,三明,明溪,十二月二十,16,3,,,,20221211,3540811,20230111
20230112,三明,明溪,十二月廿一,16,4,,,,20221211,3540811,20230112
20230113,三明,明溪,十二月廿二,16,5,,,,20221211,3540811,20230113
20230114,三明,明溪,十二月廿三,16,5,,,小年,20221211,3540811,20230114
20230115,三明,明溪,十二月廿四,16,5,,,,20221211,3540811,20230115
20230116,三明,明溪,十二月廿五,15,5,,,,20221211,3540811,20230116
20230117,三明,明溪,十二月廿六,15,5,,,,20221211,3540811,20230117
20230118,三明,明溪,十二月廿七,15,5,,,,20221211,3540811,20230118
20230119,三明,明溪,十二月廿八,16,5,,,,20221211,3540811,20230119
20221211,三明,沙县,十一月十八,13,10,阴,微风,,20221211,3540806,20221211
20221212,三明,沙县,十一月十九,15,5,多云,微风,,20221211,3540806,20221212
20221213,三明,沙县,十一月二十,15,7,多云转小雨,微风,,20221211,3540806,20221213
20221214,三明,沙县,十一月廿一,11,8,小雨,微风,,20221211,3540806,20221214
20221215,三明,沙县,十一月廿二,14,9,小雨,微风,,20221211,3540806,20221215
20221216,三明,沙县,十一月廿三,13,6,阴,微风,,20221211,3540806,20221216
20221217,三明,沙县,十一月廿四,9,0,多云转晴,微风,,20221211,3540806,20221217
20221218,三明,沙县,十一月廿五,13,2,晴,微风,,20221211,3540806,20221218
20221219,三明,沙县,十一月廿六,16,4,阴转多云,微风,,20221211,3540806,20221219
20221220,三明,沙县,十一月廿七,18,6,多云转晴,微风,,20221211,3540806,20221220
20221221,三明,沙县,十一月廿八,16,5,多云,微风,,20221211,3540806,20221221
20221222,三明,沙县,十一月廿九,17,6,阴转晴,微风,,20221211,3540806,20221222
20221223,三明,沙县,十二月初一,20,8,晴,微风,,20221211,3540806,20221223
20221224,三明,沙县,十二月初二,23,12,多云,微风,,20221211,3540806,20221224
20221225,三明,沙县,十二月初三,22,11,多云转阴,微风,,20221211,3540806,20221225
20221226,三明,沙县,十二月初四,16,7,,,,20221211,3540806,20221226
20221227,三明,沙县,十二月初五,16,7,,,,20221211,3540806,20221227
20221228,三明,沙县,十二月初六,16,7,,,,20221211,3540806,20221228
20221229,三明,沙县,十二月初七,17,7,,,,20221211,3540806,20221229
20221230,三明,沙县,十二月初八,16,7,,,,20221211,3540806,20221230
20221231,三明,沙县,十二月初九,16,6,,,,20221211,3540806,20221231
20230101,三明,沙县,十二月初十,16,5,,,,20221211,3540806,20230101
20230102,三明,沙县,十二月十一,15,5,,,,20221211,3540806,20230102
20230103,三明,沙县,十二月十二,17,6,,,,20221211,3540806,20230103
20230104,三明,沙县,十二月十三,16,6,,,,20221211,3540806,20230104
20230105,三明,沙县,十二月十四,16,6,,,,20221211,3540806,20230105
20230106,三明,沙县,十二月十五,16,6,,,,20221211,3540806,20230106
20230107,三明,沙县,十二月十六,16,6,,,,20221211,3540806,20230107
20230108,三明,沙县,十二月十七,16,6,,,,20221211,3540806,20230108
20230109,三明,沙县,十二月十八,16,6,,,,20221211,3540806,20230109
20230110,三明,沙县,十二月十九,16,5,,,,20221211,3540806,20230110
20230111,三明,沙县,十二月二十,16,5,,,,20221211,3540806,20230111
20230112,三明,沙县,十二月廿一,17,6,,,,20221211,3540806,20230112
20230113,三明,沙县,十二月廿二,17,6,,,,20221211,3540806,20230113
20230114,三明,沙县,十二月廿三,17,7,,,小年,20221211,3540806,20230114
20230115,三明,沙县,十二月廿四,17,7,,,,20221211,3540806,20230115
20230116,三明,沙县,十二月廿五,16,7,,,,20221211,3540806,20230116
20230117,三明,沙县,十二月廿六,16,7,,,,20221211,3540806,20230117
20230118,三明,沙县,十二月廿七,16,7,,,,20221211,3540806,20230118
20230119,三明,沙县,十二月廿八,17,7,,,,20221211,3540806,20230119
20221211,三明,尤溪,十一月十八,13,9,阴转多云,微风,,20221211,3540812,20221211
20221212,三明,尤溪,十一月十九,14,5,多云,微风,,20221211,3540812,20221212
20221213,三明,尤溪,十一月二十,15,7,多云转小雨,微风,,20221211,3540812,20221213
20221214,三明,尤溪,十一月廿一,10,6,小雨,微风,,20221211,3540812,20221214
20221215,三明,尤溪,十一月廿二,11,9,小雨,微风,,20221211,3540812,20221215
20221216,三明,尤溪,十一月廿三,12,6,阴,微风,,20221211,3540812,20221216
20221217,三明,尤溪,十一月廿四,7,-1,多云转晴,微风,,20221211,3540812,20221217
20221218,三明,尤溪,十一月廿五,12,1,晴转多云,微风,,20221211,3540812,20221218
20221219,三明,尤溪,十一月廿六,15,4,阴,微风,,20221211,3540812,20221219
20221220,三明,尤溪,十一月廿七,18,7,多云,微风,,20221211,3540812,20221220
20221221,三明,尤溪,十一月廿八,15,4,阴转晴,微风,,20221211,3540812,20221221
20221222,三明,尤溪,十一月廿九,16,6,阴转晴,微风,,20221211,3540812,20221222
20221223,三明,尤溪,十二月初一,20,8,晴,微风,,20221211,3540812,20221223
20221224,三明,尤溪,十二月初二,23,11,晴转多云,微风,,20221211,3540812,20221224
20221225,三明,尤溪,十二月初三,21,10,多云转阴,微风,,20221211,3540812,20221225
20221226,三明,尤溪,十二月初四,17,7,,,,20221211,3540812,20221226
20221227,三明,尤溪,十二月初五,16,7,,,,20221211,3540812,20221227
20221228,三明,尤溪,十二月初六,17,7,,,,20221211,3540812,20221228
20221229,三明,尤溪,十二月初七,17,7,,,,20221211,3540812,20221229
20221230,三明,尤溪,十二月初八,17,7,,,,20221211,3540812,20221230
20221231,三明,尤溪,十二月初九,16,6,,,,20221211,3540812,20221231
20230101,三明,尤溪,十二月初十,16,6,,,,20221211,3540812,20230101
20230102,三明,尤溪,十二月十一,16,6,,,,20221211,3540812,20230102
20230103,三明,尤溪,十二月十二,17,6,,,,20221211,3540812,20230103
20230104,三明,尤溪,十二月十三,17,6,,,,20221211,3540812,20230104
20230105,三明,尤溪,十二月十四,16,6,,,,20221211,3540812,20230105
20230106,三明,尤溪,十二月十五,16,6,,,,20221211,3540812,20230106
20230107,三明,尤溪,十二月十六,16,6,,,,20221211,3540812,20230107
20230108,三明,尤溪,十二月十七,16,6,,,,20221211,3540812,20230108
20230109,三明,尤溪,十二月十八,16,6,,,,20221211,3540812,20230109
20230110,三明,尤溪,十二月十九,17,6,,,,20221211,3540812,20230110
20230111,三明,尤溪,十二月二十,17,5,,,,20221211,3540812,20230111
20230112,三明,尤溪,十二月廿一,17,6,,,,20221211,3540812,20230112
20230113,三明,尤溪,十二月廿二,17,6,,,,20221211,3540812,20230113
20230114,三明,尤溪,十二月廿三,17,7,,,小年,20221211,3540812,20230114
20230115,三明,尤溪,十二月廿四,17,7,,,,20221211,3540812,20230115
20230116,三明,尤溪,十二月廿五,17,7,,,,20221211,3540812,20230116
20230117,三明,尤溪,十二月廿六,17,7,,,,20221211,3540812,20230117
20230118,三明,尤溪,十二月廿七,17,7,,,,20221211,3540812,20230118
20230119,三明,尤溪,十二月廿八,17,7,,,,20221211,3540812,20230119
20221211,三明,永安,十一月十八,12,9,小雨转阴,微风,,20221211,3540802,20221211
20221212,三明,永安,十一月十九,14,4,多云,微风,,20221211,3540802,20221212
20221213,三明,永安,十一月二十,15,6,多云转小雨,微风,,20221211,3540802,20221213
20221214,三明,永安,十一月廿一,8,7,小雨,微风,,20221211,3540802,20221214
20221215,三明,永安,十一月廿二,11,9,小雨,微风,,20221211,3540802,20221215
20221216,三明,永安,十一月廿三,10,4,阴,微风,,20221211,3540802,20221216
20221217,三明,永安,十一月廿四,6,-2,多云转晴,微风,,20221211,3540802,20221217
20221218,三明,永安,十一月廿五,14,2,晴转多云,微风,,20221211,3540802,20221218
20221219,三明,永安,十一月廿六,16,4,阴转晴,微风,,20221211,3540802,20221219
20221220,三明,永安,十一月廿七,17,5,多云转晴,微风,,20221211,3540802,20221220
20221221,三明,永安,十一月廿八,16,5,多云转晴,微风,,20221211,3540802,20221221
20221222,三明,永安,十一月廿九,17,6,阴转多云,微风,,20221211,3540802,20221222
20221223,三明,永安,十二月初一,19,8,晴,微风,,20221211,3540802,20221223
20221224,三明,永安,十二月初二,22,11,晴,微风,,20221211,3540802,20221224
20221225,三明,永安,十二月初三,20,11,阴,微风,,20221211,3540802,20221225
20221226,三明,永安,十二月初四,17,8,,,,20221211,3540802,20221226
20221227,三明,永安,十二月初五,16,7,,,,20221211,3540802,20221227
20221228,三明,永安,十二月初六,17,7,,,,20221211,3540802,20221228
20221229,三明,永安,十二月初七,17,7,,,,20221211,3540802,20221229
20221230,三明,永安,十二月初八,17,7,,,,20221211,3540802,20221230
20221231,三明,永安,十二月初九,17,6,,,,20221211,3540802,20221231
20230101,三明,永安,十二月初十,16,6,,,,20221211,3540802,20230101
20230102,三明,永安,十二月十一,16,6,,,,20221211,3540802,20230102
20230103,三明,永安,十二月十二,17,6,,,,20221211,3540802,20230103
20230104,三明,永安,十二月十三,17,7,,,,20221211,3540802,20230104
20230105,三明,永安,十二月十四,16,7,,,,20221211,3540802,20230105
20230106,三明,永安,十二月十五,17,6,,,,20221211,3540802,20230106
20230107,三明,永安,十二月十六,17,6,,,,20221211,3540802,20230107
20230108,三明,永安,十二月十七,17,6,,,,20221211,3540802,20230108
20230109,三明,永安,十二月十八,16,6,,,,20221211,3540802,20230109
20230110,三明,永安,十二月十九,17,6,,,,20221211,3540802,20230110
20230111,三明,永安,十二月二十,17,6,,,,20221211,3540802,20230111
20230112,三明,永安,十二月廿一,17,6,,,,20221211,3540802,20230112
20230113,三明,永安,十二月廿二,18,7,,,,20221211,3540802,20230113
20230114,三明,永安,十二月廿三,17,7,,,小年,20221211,3540802,20230114
20230115,三明,永安,十二月廿四,17,7,,,,20221211,3540802,20230115
20230116,三明,永安,十二月廿五,17,7,,,,20221211,3540802,20230116
20230117,三明,永安,十二月廿六,17,7,,,,20221211,3540802,20230117
20230118,三明,永安,十二月廿七,17,7,,,,20221211,3540802,20230118
20230119,三明,永安,十二月廿八,17,7,,,,20221211,3540802,20230119
20221211,三明,大田,十一月十八,13,10,阴,微风,,20221211,3540810,20221211
20221212,三明,大田,十一月十九,14,5,多云,微风,,20221211,3540810,20221212
20221213,三明,大田,十一月二十,15,7,阴转小雨,微风,,20221211,3540810,20221213
20221214,三明,大田,十一月廿一,10,6,小雨,微风,,20221211,3540810,20221214
20221215,三明,大田,十一月廿二,12,10,小雨,微风,,20221211,3540810,20221215
20221216,三明,大田,十一月廿三,12,6,阴,微风,,20221211,3540810,20221216
20221217,三明,大田,十一月廿四,6,-1,多云转晴,微风,,20221211,3540810,20221217
20221218,三明,大田,十一月廿五,14,2,晴,微风,,20221211,3540810,20221218
20221219,三明,大田,十一月廿六,16,5,阴转多云,微风,,20221211,3540810,20221219
20221220,三明,大田,十一月廿七,18,7,多云,微风,,20221211,3540810,20221220
20221221,三明,大田,十一月廿八,17,5,阴转晴,微风,,20221211,3540810,20221221
20221222,三明,大田,十一月廿九,18,7,阴转多云,微风,,20221211,3540810,20221222
20221223,三明,大田,十二月初一,20,9,晴,微风,,20221211,3540810,20221223
20221224,三明,大田,十二月初二,24,11,晴转多云,微风,,20221211,3540810,20221224
20221225,三明,大田,十二月初三,22,11,多云转阴,微风,,20221211,3540810,20221225
20221226,三明,大田,十二月初四,18,8,,,,20221211,3540810,20221226
20221227,三明,大田,十二月初五,17,8,,,,20221211,3540810,20221227
20221228,三明,大田,十二月初六,18,8,,,,20221211,3540810,20221228
20221229,三明,大田,十二月初七,18,8,,,,20221211,3540810,20221229
20221230,三明,大田,十二月初八,18,8,,,,20221211,3540810,20221230
20221231,三明,大田,十二月初九,17,7,,,,20221211,3540810,20221231
20230101,三明,大田,十二月初十,17,7,,,,20221211,3540810,20230101
20230102,三明,大田,十二月十一,17,7,,,,20221211,3540810,20230102
20230103,三明,大田,十二月十二,18,7,,,,20221211,3540810,20230103
20230104,三明,大田,十二月十三,17,7,,,,20221211,3540810,20230104
20230105,三明,大田,十二月十四,17,7,,,,20221211,3540810,20230105
20230106,三明,大田,十二月十五,17,7,,,,20221211,3540810,20230106
20230107,三明,大田,十二月十六,17,7,,,,20221211,3540810,20230107
20230108,三明,大田,十二月十七,17,7,,,,20221211,3540810,20230108
20230109,三明,大田,十二月十八,17,7,,,,20221211,3540810,20230109
20230110,三明,大田,十二月十九,17,7,,,,20221211,3540810,20230110
20230111,三明,大田,十二月二十,18,6,,,,20221211,3540810,20230111
20230112,三明,大田,十二月廿一,18,7,,,,20221211,3540810,20230112
20230113,三明,大田,十二月廿二,18,7,,,,20221211,3540810,20230113
20230114,三明,大田,十二月廿三,18,8,,,小年,20221211,3540810,20230114
20230115,三明,大田,十二月廿四,18,8,,,,20221211,3540810,20230115
20230116,三明,大田,十二月廿五,18,8,,,,20221211,3540810,20230116
20230117,三明,大田,十二月廿六,18,8,,,,20221211,3540810,20230117
20230118,三明,大田,十二月廿七,17,8,,,,20221211,3540810,20230118
20230119,三明,大田,十二月廿八,18,8,,,,20221211,3540810,20230119
20221211,三明,梅列,十一月十八,13,9,小雨转阴,微风,,20221211,3540815,20221211
20221212,三明,梅列,十一月十九,14,5,多云,微风,,20221211,3540815,20221212
20221213,三明,梅列,十一月二十,15,7,多云转小雨,微风,,20221211,3540815,20221213
20221214,三明,梅列,十一月廿一,11,8,小雨,微风,,20221211,3540815,20221214
20221215,三明,梅列,十一月廿二,14,9,小雨,微风,,20221211,3540815,20221215
20221216,三明,梅列,十一月廿三,13,6,阴,微风,,20221211,3540815,20221216
20221217,三明,梅列,十一月廿四,9,0,多云转晴,微风,,20221211,3540815,20221217
20221218,三明,梅列,十一月廿五,13,2,晴,微风,,20221211,3540815,20221218
20221219,三明,梅列,十一月廿六,16,4,阴转多云,微风,,20221211,3540815,20221219
20221220,三明,梅列,十一月廿七,18,6,多云转晴,微风,,20221211,3540815,20221220
20221221,三明,梅列,十一月廿八,16,5,多云转晴,微风,,20221211,3540815,20221221
20221222,三明,梅列,十一月廿九,17,6,阴转晴,微风,,20221211,3540815,20221222
20221223,三明,梅列,十二月初一,20,8,晴,微风,,20221211,3540815,20221223
20221224,三明,梅列,十二月初二,23,11,多云转晴,微风,,20221211,3540815,20221224
20221225,三明,梅列,十二月初三,21,11,阴,微风,,20221211,3540815,20221225
20221226,三明,梅列,十二月初四,16,7,,,,20221211,3540815,20221226
20221227,三明,梅列,十二月初五,15,7,,,,20221211,3540815,20221227
20221228,三明,梅列,十二月初六,16,7,,,,20221211,3540815,20221228
20221229,三明,梅列,十二月初七,16,7,,,,20221211,3540815,20221229
20221230,三明,梅列,十二月初八,16,7,,,,20221211,3540815,20221230
20221231,三明,梅列,十二月初九,16,6,,,,20221211,3540815,20221231
20230101,三明,梅列,十二月初十,15,6,,,,20221211,3540815,20230101
20230102,三明,梅列,十二月十一,15,6,,,,20221211,3540815,20230102
20230103,三明,梅列,十二月十二,16,6,,,,20221211,3540815,20230103
20230104,三明,梅列,十二月十三,16,6,,,,20221211,3540815,20230104
20230105,三明,梅列,十二月十四,15,6,,,,20221211,3540815,20230105
20230106,三明,梅列,十二月十五,16,6,,,,20221211,3540815,20230106
20230107,三明,梅列,十二月十六,16,6,,,,20221211,3540815,20230107
20230108,三明,梅列,十二月十七,16,6,,,,20221211,3540815,20230108
20230109,三明,梅列,十二月十八,15,6,,,,20221211,3540815,20230109
20230110,三明,梅列,十二月十九,16,6,,,,20221211,3540815,20230110
20230111,三明,梅列,十二月二十,16,5,,,,20221211,3540815,20230111
20230112,三明,梅列,十二月廿一,16,6,,,,20221211,3540815,20230112
20230113,三明,梅列,十二月廿二,17,6,,,,20221211,3540815,20230113
20230114,三明,梅列,十二月廿三,16,7,,,小年,20221211,3540815,20230114
20230115,三明,梅列,十二月廿四,17,7,,,,20221211,3540815,20230115
20230116,三明,梅列,十二月廿五,16,7,,,,20221211,3540815,20230116
20230117,三明,梅列,十二月廿六,16,7,,,,20221211,3540815,20230117
20230118,三明,梅列,十二月廿七,16,7,,,,20221211,3540815,20230118
20230119,三明,梅列,十二月廿八,16,7,,,,20221211,3540815,20230119
20221211,三明,三元,十一月十八,13,9,小雨转阴,微风,,20221211,3540814,20221211
20221212,三明,三元,十一月十九,14,5,多云,微风,,20221211,3540814,20221212
20221213,三明,三元,十一月二十,15,7,多云转小雨,微风,,20221211,3540814,20221213
20221214,三明,三元,十一月廿一,11,8,小雨,微风,,20221211,3540814,20221214
20221215,三明,三元,十一月廿二,14,9,小雨,微风,,20221211,3540814,20221215
20221216,三明,三元,十一月廿三,13,6,阴,微风,,20221211,3540814,20221216
20221217,三明,三元,十一月廿四,9,0,多云转晴,微风,,20221211,3540814,20221217
20221218,三明,三元,十一月廿五,13,2,晴,微风,,20221211,3540814,20221218
20221219,三明,三元,十一月廿六,16,4,阴转多云,微风,,20221211,3540814,20221219
20221220,三明,三元,十一月廿七,18,6,多云转晴,微风,,20221211,3540814,20221220
20221221,三明,三元,十一月廿八,16,5,多云转晴,微风,,20221211,3540814,20221221
20221222,三明,三元,十一月廿九,17,6,阴转晴,微风,,20221211,3540814,20221222
20221223,三明,三元,十二月初一,20,8,晴,微风,,20221211,3540814,20221223
20221224,三明,三元,十二月初二,23,11,多云转晴,微风,,20221211,3540814,20221224
20221225,三明,三元,十二月初三,21,11,阴,微风,,20221211,3540814,20221225
